persona_id,persona,nivel_cargo,cargo,jurisdiccion,partido_o_alianza,estado_ddjj_cargo_actual,fuente_ddjj_actual_url,oa_historial_estado,oa_historial_nombres,oa_anios,estado_busqueda_patrimonial,estado_investigacion,fecha_estado_investigacion,motivo_estado_investigacion,iteracion_sugerida,siguiente_accion
sen-neder-jose-emilio,José Emilio Neder,Senado nacional,Senador/a nacional,Santiago del Estero,Frente Fuerza Patria Peronista,presentacion_2025_localizada,https://www.senado.gob.ar/administrativo/ddjj/,nombre_compatible_unico_en_oa,NEDER JOSE EMILIO,2018|2019|2020|2021|2022|2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,5,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-olivera-lucero-bruno-antonio,Bruno Antonio Olivera Lucero,Senado nacional,Senador/a nacional,San Juan,Alianza la Libertad Avanza,presentacion_2025_localizada,https://www.senado.gob.ar/administrativo/ddjj/,nombre_compatible_unico_en_oa,OLIVERA LUCERO BRUNO ANTONIO,2022|2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,4,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-orozco-maria-emilia,María Emilia Orozco,Senado nacional,Senador/a nacional,Salta,Alianza la Libertad Avanza,presentacion_2025_localizada,https://www.senado.gob.ar/administrativo/ddjj/,nombre_compatible_unico_en_oa,OROZCO MARIA EMILIA,2022|2023|2024,revision_manual_identidad,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",3,Resolver variaciones de nombre o identificador antes de usar importes.
sen-pagotto-juan-carlos,Juan Carlos Pagotto,Senado nacional,Senador/a nacional,La Rioja,Alianza la Libertad Avanza,sin_presentacion_2025_localizada,https://www.senado.gob.ar/administrativo/ddjj/,nombre_compatible_unico_en_oa,PAGOTTO JUAN CARLOS,2023,revision_manual_identidad,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",3,Resolver variaciones de nombre o identificador antes de usar importes.
sen-paoltroni-francisco-manuel,Francisco Manuel Paoltroni,Senado nacional,Senador/a nacional,Formosa,Alianza la Libertad Avanza,presentacion_2025_localizada,https://www.senado.gob.ar/administrativo/ddjj/,nombre_compatible_unico_en_oa,PAOLTRONI FRANCISCO MANUEL,2022|2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,5,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-recalde-mariano,Mariano Recalde,Senado nacional,Senador/a nacional,Ciudad Autónoma de Buenos Aires,Fuerza Patria,sin_presentacion_2025_localizada,https://www.senado.gob.ar/administrativo/ddjj/,coincidencia_multiple_revisar_homonimia,RECALDE MARIANO | RECALDE MARIANO RAUL,2018|2019|2020|2021|2022|2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,13,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-rejal-jesus-fernando,Jesús Fernando Rejal,Senado nacional,Senador/a nacional,La Rioja,Alianza Unión por la Patria,presentacion_2025_localizada,https://www.senado.gob.ar/administrativo/ddjj/,nombre_compatible_unico_en_oa,REJAL JESUS FERNANDO,2022|2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,5,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-rojas-decut-sonia-elizabeth,Sonia Elizabeth Rojas Decut,Senado nacional,Senador/a nacional,Misiones,Frente Renovador de la Concordia-Innovación Federal,presentacion_2025_localizada,https://www.senado.gob.ar/administrativo/ddjj/,nombre_compatible_unico_en_oa,ROJAS DECUT SONIA ELIZABETH,2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,5,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-royon-flavia-gabriela,Flavia Gabriela Royon,Senado nacional,Senador/a nacional,Salta,Primero Los Salteños,sin_presentacion_2025_localizada,https://www.senado.gob.ar/administrativo/ddjj/,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",5,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
sen-salino-fernando-aldo,Fernando Aldo Salino,Senado nacional,Senador/a nacional,San Luis,Alianza Unión por la Patria,presentacion_2025_localizada,https://www.senado.gob.ar/administrativo/ddjj/,nombre_compatible_unico_en_oa,SALINO FERNANDO ALDO,2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,5,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-schneider-silvana-lorena,Silvana Lorena Schneider,Senado nacional,Senador/a nacional,Chaco,Alianza la Libertad Avanza,presentacion_2025_localizada,https://www.senado.gob.ar/administrativo/ddjj/,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",5,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
sen-soria-martin-ignacio,Martin Ignacio Soria,Senado nacional,Senador/a nacional,Río Negro,Fuerza Patria,presentacion_2025_localizada,https://www.senado.gob.ar/administrativo/ddjj/,nombre_compatible_unico_en_oa,SORIA MARTIN IGNACIO,2019|2020|2021|2022|2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,19,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-suarez-rodolfo-alejandro,Rodolfo Alejandro Suárez,Senado nacional,Senador/a nacional,Mendoza,Frente Cambia Mendoza,presentacion_2025_localizada,https://www.senado.gob.ar/administrativo/ddjj/,nombre_compatible_unico_en_oa,SUAREZ RODOLFO ALEJANDRO,2020|2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,5,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-terenzi-edith-elizabeth,Edith Elizabeth Terenzi,Senado nacional,Senador/a nacional,Chubut,Juntos por el Cambio Chubut,presentacion_2025_localizada,https://www.senado.gob.ar/administrativo/ddjj/,nombre_compatible_unico_en_oa,TERENZI EDITH ELIZABETH,2021|2022|2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,5,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-unac-sergio-mauricio,Sergio Mauricio Uñac,Senado nacional,Senador/a nacional,San Juan,Alianza Unión por la Patria,sin_presentacion_2025_localizada,https://www.senado.gob.ar/administrativo/ddjj/,nombre_compatible_unico_en_oa,UÑAC SERGIO MAURICIO,2023|2024,revision_manual_identidad,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",3,Resolver variaciones de nombre o identificador antes de usar importes.
sen-valenzuela-mercedes-gabriela,Mercedes Gabriela Valenzuela,Senado nacional,Senador/a nacional,Corrientes,Eco + Vamos Corrientes,presentacion_2025_localizada,https://www.senado.gob.ar/administrativo/ddjj/,nombre_compatible_unico_en_oa,VALENZUELA MERCEDES GABRIELA,2021|2022|2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,5,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-vigo-alejandra-maria,Alejandra María Vigo,Senado nacional,Senador/a nacional,Córdoba,Hacemos por Córdoba,presentacion_2025_localizada,https://www.senado.gob.ar/administrativo/ddjj/,nombre_compatible_unico_en_oa,VIGO ALEJANDRA MARIA,2017|2018|2019|2020|2021|2022|2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,4,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-vischi-eduardo-alejandro,Eduardo Alejandro Vischi,Senado nacional,Senador/a nacional,Corrientes,Eco + Vamos Corrientes,sin_presentacion_2025_localizada,https://www.senado.gob.ar/administrativo/ddjj/,nombre_compatible_unico_en_oa,VISCHI EDUARDO ALEJANDRO,2021|2022|2023|2024,revision_manual_identidad,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",3,Resolver variaciones de nombre o identificador antes de usar importes.
sen-zamora-gerardo,Gerardo Zamora,Senado nacional,Senador/a nacional,Santiago del Estero,Frente Cívico por Santiago,presentacion_2025_localizada,https://www.senado.gob.ar/administrativo/ddjj/,nombre_compatible_unico_en_oa,ZAMORA GERARDO,2017|2020|2021|2022,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,5,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
pen-milei-javier-gerardo,Javier Gerardo Milei,Conducción superior PEN,Presidente de la Nación,Nación,La Libertad Avanza,verificacion_2025_2026_pendiente,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,nombre_compatible_unico_en_oa,MILEI JAVIER GERARDO,2020|2021|2022|2023|2024,serie_curada,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,0,Actualizar y profundizar la serie existente.
pen-villarruel-victoria-eugenia,Victoria Eugenia Villarruel,Conducción superior PEN,Vicepresidenta de la Nación,Nación,La Libertad Avanza,verificacion_2025_2026_pendiente,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,nombre_compatible_unico_en_oa,VILLARRUEL VICTORIA EUGENIA,2020|2021|2022|2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,18,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
pen-santilli-diego-cesar,Diego César Santilli,Conducción superior PEN,Jefe de Gabinete de Ministros,Nación,Designación PEN,verificacion_2025_2026_pendiente,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,nombre_compatible_unico_en_oa,SANTILLI DIEGO CESAR,2020|2021|2022|2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,18,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
pen-coria-gustavo-javier,Gustavo Javier Coria,Conducción superior PEN,Vicejefe de Gabinete del Interior,Nación,Designación PEN,verificacion_2025_2026_pendiente,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",5,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
pen-milei-karina-elizabeth,Karina Elizabeth Milei,Conducción superior PEN,Secretaria General de la Presidencia,Nación,Designación PEN,verificacion_2025_2026_pendiente,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,nombre_compatible_unico_en_oa,MILEI KARINA ELIZABETH,2023|2024,serie_curada,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,0,Actualizar y profundizar la serie existente.
pen-quirno-pablo,Pablo Quirno,Conducción superior PEN,"Ministro de Relaciones Exteriores, Comercio Internacional y Culto",Nación,Designación PEN,verificacion_2025_2026_pendiente,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,nombre_compatible_unico_en_oa,QUIRNO PABLO,2017|2018|2019|2023|2024,revision_manual_identidad,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",3,Resolver variaciones de nombre o identificador antes de usar importes.
pen-presti-carlos-alberto,Carlos Alberto Presti,Conducción superior PEN,Ministro de Defensa,Nación,Designación PEN,verificacion_2025_2026_pendiente,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,nombre_compatible_unico_en_oa,PRESTI CARLOS ALBERTO,2017|2018|2019|2020|2021|2022|2023,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,18,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
pen-caputo-luis-andres,Luis Andrés Caputo,Conducción superior PEN,Ministro de Economía,Nación,Designación PEN,verificacion_2025_2026_pendiente,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,nombre_compatible_unico_en_oa,CAPUTO LUIS ANDRES,2017|2018|2023|2024,serie_curada,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,0,Actualizar y profundizar la serie existente.
pen-mahiques-juan-bautista,Juan Bautista Mahiques,Conducción superior PEN,Ministro de Justicia,Nación,Designación PEN,verificacion_2025_2026_pendiente,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,nombre_compatible_unico_en_oa,MAHIQUES JUAN BAUTISTA,2017|2018|2019,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,18,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
pen-monteoliva-alejandra-susana,Alejandra Susana Monteoliva,Conducción superior PEN,Ministra de Seguridad Nacional,Nación,Designación PEN,verificacion_2025_2026_pendiente,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,nombre_compatible_unico_en_oa,MONTEOLIVA ALEJANDRA SUSANA,2017|2018|2019|2020|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,18,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
pen-lugones-mario-ivan,Mario Iván Lugones,Conducción superior PEN,Ministro de Salud,Nación,Designación PEN,verificacion_2025_2026_pendiente,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,nombre_compatible_unico_en_oa,LUGONES MARIO IVAN,2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,18,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
pen-pettovello-sandra-viviana,Sandra Viviana Pettovello,Conducción superior PEN,Ministra de Capital Humano,Nación,Designación PEN,verificacion_2025_2026_pendiente,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,nombre_compatible_unico_en_oa,PETTOVELLO SANDRA VIVIANA,2022|2023|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,18,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
pen-sturzenegger-federico-adolfo,Federico Adolfo Sturzenegger,Conducción superior PEN,Ministro de Desregulación y Transformación del Estado,Nación,Designación PEN,verificacion_2025_2026_pendiente,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,nombre_compatible_unico_en_oa,STURZENEGGER FEDERICO ADOLFO,2017|2018|2024,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,18,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
gov-kicillof-axel,Axel Kicillof,Gobernaciones,Gobernador/a,Buenos Aires,Fuerza Patria,ruta_provincial_por_relevar,,nombre_compatible_unico_en_oa,KICILLOF AXEL,2017|2018|2019,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,6,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
gov-jalil-raul-alejandro,Raúl Alejandro Jalil,Gobernaciones,Gobernador/a,Catamarca,PJ,ruta_provincial_por_relevar,,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",6,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
gov-zdero-leandro-cesar,Leandro César Zdero,Gobernaciones,Gobernador/a,Chaco,Chaco Puede + LLA,ruta_provincial_por_relevar,,nombre_compatible_unico_en_oa,ZDERO LEANDRO CESAR,2017,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,6,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
gov-torres-ignacio-agustin,Ignacio Agustín Torres,Gobernaciones,Gobernador/a,Chubut,Despierta Chubut,ruta_provincial_por_relevar,,nombre_compatible_unico_en_oa,TORRES IGNACIO AGUSTIN,2017|2018|2019|2020|2021|2022|2023,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,6,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
gov-macri-jorge,Jorge Macri,Gobernaciones,Jefe de Gobierno,Ciudad Autónoma de Buenos Aires,Vamos por más,ruta_provincial_por_relevar,,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",6,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
gov-llaryora-martin-miguel,Martín Miguel Llaryora,Gobernaciones,Gobernador/a,Córdoba,Hacemos Unidos por Córdoba,ruta_provincial_por_relevar,,nombre_compatible_unico_en_oa,LLARYORA MARTIN MIGUEL,2017|2018|2019,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,6,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
gov-valdes-juan-pablo,Juan Pablo Valdés,Gobernaciones,Gobernador/a,Corrientes,Vamos Corrientes,ruta_provincial_por_relevar,,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",6,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
gov-frigerio-rogelio,Rogelio Frigerio,Gobernaciones,Gobernador/a,Entre Ríos,Juntos + LLA,ruta_provincial_por_relevar,,nombre_compatible_unico_en_oa,FRIGERIO ROGELIO,2017|2018|2019|2021|2022,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,6,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
gov-insfran-gildo,Gildo Insfrán,Gobernaciones,Gobernador/a,Formosa,PJ,ruta_provincial_por_relevar,,nombre_compatible_unico_en_oa,INSFRAN GILDO,2022,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,6,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
gov-sadir-carlos-alberto,Carlos Alberto Sadir,Gobernaciones,Gobernador/a,Jujuy,Cambia Jujuy,ruta_provincial_por_relevar,,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",6,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
gov-ziliotto-sergio-raul,Sergio Raúl Ziliotto,Gobernaciones,Gobernador/a,La Pampa,PJ,ruta_provincial_por_relevar,,nombre_compatible_unico_en_oa,ZILIOTTO SERGIO RAUL,2017|2018|2019,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,6,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
gov-jaldo-osvaldo-francisco,Osvaldo Francisco Jaldo,Gobernaciones,Gobernador/a,Tucumán,PJ,ruta_provincial_por_relevar,,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",6,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
gov-quintela-ricardo-clemente,Ricardo Clemente Quintela,Gobernaciones,Gobernador/a,La Rioja,Fuerza Patria,ruta_provincial_por_relevar,,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",6,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
gov-melella-gustavo-adrian,Gustavo Adrián Melella,Gobernaciones,Gobernador/a,Tierra del Fuego,Unidos Hacemos Futuro,ruta_provincial_por_relevar,,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",6,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
gov-cornejo-neila-alfredo-victor,Alfredo Víctor Cornejo Neila,Gobernaciones,Gobernador/a,Mendoza,Cambia Mendoza + LLA,ruta_provincial_por_relevar,,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",6,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
gov-suarez-elias,Elías Suárez,Gobernaciones,Gobernador/a,Santiago del Estero,Frente Cívico por Santiago,ruta_provincial_por_relevar,,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",6,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
gov-passalacqua-hugo-mario,Hugo Mario Passalacqua,Gobernaciones,Gobernador/a,Misiones,Frente Renovador de la Concordia,ruta_provincial_por_relevar,,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",6,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
gov-pullaro-maximiliano-nicolas,Maximiliano Nicolás Pullaro,Gobernaciones,Gobernador/a,Santa Fe,Unidos para Cambiar Santa Fe,ruta_provincial_por_relevar,,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",6,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
gov-figueroa-rolando-ceferino,Rolando Ceferino Figueroa,Gobernaciones,Gobernador/a,Neuquén,Comunidad,ruta_provincial_por_relevar,,nombre_compatible_unico_en_oa,FIGUEROA ROLANDO CEFERINO,2020|2021|2022,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,6,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
gov-vidal-claudio-orlando,Claudio Orlando Vidal,Gobernaciones,Gobernador/a,Santa Cruz,Por Santa Cruz,ruta_provincial_por_relevar,,nombre_compatible_unico_en_oa,VIDAL CLAUDIO ORLANDO,2021|2022,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,6,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
gov-poggi-claudio-javier,Claudio Javier Poggi,Gobernaciones,Gobernador/a,San Luis,Ahora San Luis,ruta_provincial_por_relevar,,nombre_compatible_unico_en_oa,POGGI CLAUDIO JAVIER,2017|2018|2019|2020|2021|2022|2023,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,6,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
gov-orrego-marcelo-humberto,Marcelo Humberto Orrego,Gobernaciones,Gobernador/a,San Juan,Unidos por San Juan,ruta_provincial_por_relevar,,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",6,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
gov-weretilneck-alberto-edgardo,Alberto Edgardo Weretilneck,Gobernaciones,Gobernador/a,Río Negro,Juntos Somos Río Negro,ruta_provincial_por_relevar,,nombre_compatible_unico_en_oa,WERETILNECK ALBERTO EDGARDO,2018|2019|2020|2021|2022|2023,identidad_confirmada_cruce_oficial,cerrado_publicable,2026-09-02,Trayectoria publicada con controles reproducibles.,6,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
gov-saenz-gustavo-adolfo,Gustavo Adolfo Sáenz,Gobernaciones,Gobernador/a,Salta,Identidad Salteña,ruta_provincial_por_relevar,,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",6,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
prov-ba-dip-abonjo-gaston-andres,Abonjo Gastón Andrés,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,LA LIBERTAD AVANZA,ruta_provincial_por_relevar,,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",6,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
prov-ba-dip-acerbo-esteban-alejandro,Acerbo Esteban Alejandro,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,UNIÓN POR LA PATRIA,ruta_provincial_por_relevar,,sin_nombre_compatible_oa_2017_2024,,,sin_registro_oa_2017_2024,freezado,2026-09-02,"Expansión pausada para priorizar profundidad analítica en las trayectorias ya publicadas. El freeze no equivale a descarte, incumplimiento ni patrimonio cero.",6,"Buscar fuente del régimen actual y documentar publicado, reservado o no localizado."
