persona_id,persona,nivel_cargo,cargo_actual,jurisdiccion,oa_nombre,nombre_normalizado_exacto,oa_personas_por_cuit,oa_person_key,oa_anios_seleccionados,evidencia_misma_institucion_anios,presentacion_cargo_actual_localizada,ultimo_anio_oa,ultimo_organismo_oa,ultimo_cargo_oa,estado_revision_identidad,siguiente_accion
dip-tolosa-paz-victoria,Victoria Tolosa Paz,Diputados nacionales,Diputado/a nacional,Buenos Aires,TOLOSA PAZ VICTORIA,no,1,1a37f479907083ea,2019|2020|2021|2022|2023|2024,2021|2023|2024,no,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,diputada nacional,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-tomassoni-yamile,Yamile Tomassoni,Diputados nacionales,Diputado/a nacional,Santa Fe,TOMASSONI YAMILE VANESA,no,1,56b412cde83bd55a,2022|2024,2022,sí,2024,ADMINISTRACION NACIONAL DE LA SEGURIDAD SOCIAL ANS,Jefe de Oficina,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-tortoriello-anibal,Aníbal Tortoriello,Diputados nacionales,Diputado/a nacional,Rio Negro,TORTORIELLO ANIBAL ANTONIO,no,1,674c6c5c4552bc1f,2021|2022|2023|2024,2021|2022|2023|2024,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADO NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-tournier-jose-federico,José Federico Tournier,Diputados nacionales,Diputado/a nacional,Corrientes,TOURNIER JOSE FEDERICO,no,1,943065d9c20d5425,2023,,no,2023,MUNICIPALIDAD DE GOYA,CONSEJAL MUNICIPAL,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-treffinger-cesar,César Treffinger,Diputados nacionales,Diputado/a nacional,Chubut,TREFFINGER CESAR HERNAN,no,1,060a552be0219afd,2022|2023|2024,2022|2023|2024,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADO NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-trotta-nicolas-alfredo,Nicolás Alfredo Trotta,Diputados nacionales,Diputado/a nacional,Buenos Aires,TROTTA NICOLAS ALFREDO,no,1,bddfb43d8ed5bdf5,2019|2020|2021|2024,2024,sí,2024,,Candidato Diputado Nacional,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-urien-hernan,Hernán Urien,Diputados nacionales,Diputado/a nacional,Buenos Aires,URIEN HERNAN,no,1,805432631feea0be,2024,,sí,2024,SECRETARIA GENERAL DE LA PRESIDENCIA DE LA NACION,DIRECTOR GENERAL DE PROGRAMAS DE GOBIERNOO,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-valdes-eduardo-felix,Eduardo Félix Valdés,Diputados nacionales,Diputado/a nacional,Ciudad De Buenos Aires,VALDES EDUARDO FELIX,no,1,158b6bc080014a6e,2017|2018|2019|2020|2021|2022|2023|2024,2019|2020|2021|2022|2023|2024,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADO NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-vancsik-daniel,Daniel Vancsik,Diputados nacionales,Diputado/a nacional,Misiones,VANCSIK DANIEL ALFREDO,no,1,7774e6b16cc70954,2022|2023|2024,2022|2023|2024,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADO NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-vasquez-patricia,Patricia Vásquez,Diputados nacionales,Diputado/a nacional,Buenos Aires,VASQUEZ PATRICIA MARIA,no,1,edcb67e6371d839a,2017|2018|2019|2020|2022|2023|2024,2020|2022|2023|2024,sí,2024,,DIPUTADA NACIONAL POR LA PROVINCIA DE BUENOS AIRES,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-vega-yolanda,Yolanda Vega,Diputados nacionales,Diputado/a nacional,Salta,VEGA YOLANDA GRACIELA,no,1,ad6f39a53b285707,2023|2024,2023|2024,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,diputada nacional,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-verasay-pamela-fernanda,Pamela Fernanda Verasay,Diputados nacionales,Diputado/a nacional,Mendoza,VERASAY PAMELA FERNANDA,no,1,f225f97268117aa0,2017|2018|2019|2020|2021|2022|2023|2024,2021|2022|2023|2024,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADA NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-volnovich-luana,Luana Volnovich,Diputados nacionales,Diputado/a nacional,Buenos Aires,VOLNOVICH LUANA,no,1,239ba194ce53cd90,2017|2018|2019|2020|2021|2022|2023|2024,2017|2018|2023|2024,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADA NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-yasky-hugo,Hugo Yasky,Diputados nacionales,Diputado/a nacional,Buenos Aires,YASKY HUGO RUBEN,no,1,6f15e9264e5f3f90,2017|2018|2019|2020|2021|2022|2023|2024,2017|2018|2019|2020|2021|2022|2023|2024,sí,2024,,DIPUTADO,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-yedlin-pablo-raul,Pablo Raúl Yedlin,Diputados nacionales,Diputado/a nacional,Tucuman,YEDLIN PABLO RAUL,no,1,2149cd596936f14d,2017|2018|2019|2020|2021|2022|2023|2024,2017|2018|2019|2020|2023|2024,sí,2024,,Diputado Nacional,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-yeza-martin,Martín Yeza,Diputados nacionales,Diputado/a nacional,Buenos Aires,YEZA MARTIN IVAN,no,1,efc4a3785dda1311,2022|2023|2024,2022|2023|2024,sí,2024,,DIPUTADO NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-zago-oscar,Oscar Zago,Diputados nacionales,Diputado/a nacional,Ciudad De Buenos Aires,ZAGO OSCAR ROBERTO,no,1,4167e224941b1b28,2022|2023|2024,2022|2023,sí,2024,,dipurado nacional,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-zapata-carlos-raul,Carlos Raúl Zapata,Diputados nacionales,Diputado/a nacional,Salta,ZAPATA CARLOS RAUL,no,1,dadede8afd3ac7e2,2017|2021|2022|2023|2024,2017|2021|2022|2023|2024,no,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,diputado nacional,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
dip-zaracho-natalia,Natalia Zaracho,Diputados nacionales,Diputado/a nacional,Buenos Aires,ZARACHO NATALIA BEATRIZ,no,1,4203aed87aecc976,2018|2021|2022|2023|2024,2018|2021|2022|2023|2024,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADA NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
dip-zulli-christian-alejandro,Christian Alejandro Zulli,Diputados nacionales,Diputado/a nacional,Corrientes,ZULLI CHRISTIAN ALEJANDRO,no,1,1ed824a4ede0837f,2019|2020|2021|2022|2023|2024,2023|2024,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,DIPUTADO NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-abad-maximiliano,Maximiliano Abad,Senado nacional,Senador/a nacional,Buenos Aires,ABAD MAXIMILIANO,no,1,2858a9ec7c88116f,2022|2023|2024,2023|2024,sí,2024,HONORABLE SENADO DE LA NACION,SENADOR NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-abdala-bartolome-esteban,Bartolomé Esteban Abdala,Senado nacional,Senador/a nacional,San Luis,ABDALA BARTOLOME ESTEBAN,no,1,62726d2f16a94d67,2022|2023|2024,2022,sí,2024,,,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-almeida-romina-maria,Romina María Almeida,Senado nacional,Senador/a nacional,Entre Ríos,ALMEIDA ROMINA MARIA,no,1,da9f6d2d0c7d4f4b,2024,2024,sí,2024,,Candidata a Senadora Nacional,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-andrada-guillermo-eduardo,Guillermo Eduardo Andrada,Senado nacional,Senador/a nacional,Catamarca,ANDRADA GUILLERMO EDUARDO,no,1,11327925c401fab3,2021|2022|2023|2024,2021|2022|2023|2024,sí,2024,,SENADOR NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-arce-carlos-omar,Carlos Omar Arce,Senado nacional,Senador/a nacional,Misiones,ARCE CARLOS OMAR,no,1,8c89b310ab1e8b7f,2022|2023|2024,2022|2023|2024,sí,2024,,senador nacional,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-arrascaeta-ivanna-marcela,Ivanna Marcela Arrascaeta,Senado nacional,Senador/a nacional,San Luis,ARRASCAETA IVANNA MARCELA,no,1,776d4fdf330645aa,2022,2022,no,2022,,SEGUNDO TITULAR SENADOR NACIONAL,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
sen-atauche-ezequiel,Ezequiel Atauche,Senado nacional,Senador/a nacional,Jujuy,ATAUCHE EZEQUIEL,no,1,8fbf19a9adc33b90,2022|2023|2024,2022|2023|2024,sí,2024,ATAUCHE EZEQUIEL,senador nacional,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-avila-beatriz-luisa,Beatriz Luisa Avila,Senado nacional,Senador/a nacional,Tucumán,AVILA BEATRIZ LUISA,no,1,0858e0d4da9b41ba,2017|2018|2019|2020|2021|2022|2023|2024,2021|2022|2023|2024,sí,2024,,SENADORA NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-bahl-adan-humberto,Adán Humberto Bahl,Senado nacional,Senador/a nacional,Entre Ríos,BAHL ADAN HUMBERTO,no,1,75d4b411fc6b9614,2024,2024,sí,2024,,Senador Nacional,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-bedia-vilma-facunda,Vilma Facunda Bedia,Senado nacional,Senador/a nacional,Jujuy,BEDIA VILMA FACUNDA,no,1,2094e5e659a1dbe0,2022|2023|2024,2022|2023|2024,no,2024,,senadora nacional,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
sen-bensusan-daniel-pablo,Daniel Pablo Bensusán,Senado nacional,Senador/a nacional,La Pampa,BENSUSAN DANIEL PABLO,no,1,332919b272837e84,2021|2022|2023|2024,2021|2022|2023|2024,sí,2024,,SENADOR NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-bullrich-patricia,Patricia Bullrich,Senado nacional,Senador/a nacional,Ciudad Autónoma de Buenos Aires,BULLRICH PATRICIA,no,1,838b7c96a37ef4de,2017|2018|2019|2022|2023|2024,,sí,2024,MINISTERIO DE SEGURIDAD,MINISTRA DE SEGURIDAD NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-carambia-jose-maria,José María Carambia,Senado nacional,Senador/a nacional,Santa Cruz,CARAMBIA JOSE MARIA,no,1,9acb05aa1961709a,2023|2024,2023|2024,no,2024,,SENADOR NACIONAL,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
sen-cervi-mario-pablo,Mario Pablo Cervi,Senado nacional,Senador/a nacional,Neuquén,CERVI MARIO PABLO,no,1,232fae47bee16dc1,2018|2020|2021|2022|2023|2024,2018,no,2024,,Diputado Nacional,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
sen-corpacci-lucia-benigna,Lucía Benigna Corpacci,Senado nacional,Senador/a nacional,Catamarca,CORPACCI LUCIA BENIGNA,no,1,78e58326324aa38e,2019|2020|2021|2022,2021|2022,no,2022,,SENADORA NACIONAL,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
sen-corroza-julieta,Julieta Corroza,Senado nacional,Senador/a nacional,Neuquén,CORROZA JULIETA,no,1,3805efbdb4222a39,2024,2024,no,2024,,Senadora Nacional,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
sen-coto-agustin-pedro,Agustín Pedro Coto,Senado nacional,Senador/a nacional,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",COTO AGUSTIN PEDRO,no,1,2823d5a5e167ce60,2024,2024,sí,2024,PODER LEGISLATIVO DE LA PROVINCIA DE TIERRA DEL FU,SENADOR NACIONAL POR TIERRA DEL FUEGO,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-cristina-andrea-marcela,Andrea Marcela Cristina,Senado nacional,Senador/a nacional,Chubut,CRISTINA ANDREA MARCELA,no,1,07ea09d468342a98,2021|2023,2021|2023,no,2023,,Senadora Nacional,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
sen-de-pedro-eduardo-enrique,Eduardo Enrique de Pedro,Senado nacional,Senador/a nacional,Buenos Aires,DE PEDRO EDUARDO ENRIQUE,no,1,de91fb69c61557a8,2017|2018|2019|2020|2021|2022|2023|2024,2024,no,2024,HONORABLE SENADO DE LA NACION,SENADOR,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
sen-di-tullio-juliana,Juliana di Tullio,Senado nacional,Senador/a nacional,Buenos Aires,DI TULLIO JULIANA,no,1,1621bab562b03ebe,2017|2021|2022|2023|2024,2021|2022|2023|2024,no,2024,,SENADORA NACIONAL,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
sen-espinola-carlos-mauricio,Carlos Mauricio Espínola,Senado nacional,Senador/a nacional,Corrientes,ESPINOLA CARLOS MAURICIO,no,1,10d522f1283e30e5,2017|2018|2019|2020|2021|2022,2017|2018|2019|2020|2021|2022,no,2022,HONORABLE SENADO DE LA NACION,SENADOR NACIONAL,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
sen-fama-flavio-sergio,Flavio Sergio Fama,Senado nacional,Senador/a nacional,Catamarca,FAMA FLAVIO SERGIO,no,1,a85c4eea30caa67e,2017|2018|2019|2020|2021|2022|2023|2024,2021|2022|2023|2024,sí,2024,HONORABLE SENADO DE LA NACION,SENADOR NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-fernandez-sagasti-anabel,Anabel Fernández Sagasti,Senado nacional,Senador/a nacional,Mendoza,FERNANDEZ SAGASTI ANABEL,no,1,014d410c3a7688b2,2017|2018|2019|2020|2021|2022|2023|2024,2017|2018|2019|2020|2021|2022|2023|2024,sí,2024,HONORABLE SENADO DE LA NACION,SENADORA DE LA NACION,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-fullone-enzo-paolo,Enzo Paolo Fullone,Senado nacional,Senador/a nacional,Río Negro,FULLONE ENZO PAOLO,no,1,982147b00fef6450,2024,,sí,2024,DIRECCION NACIONAL DE VIALIDAD,jefe 20 distrito rio negro vn,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
sen-gadano-natalia-elena,Natalia Elena Gadano,Senado nacional,Senador/a nacional,Santa Cruz,GADANO NATALIA ELENA,no,1,6b3f41806d6aedb5,2017|2018|2019|2020|2023|2024,2023|2024,sí,2024,,SENADORA NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-galaretto-eduardo-horacio,Eduardo Horacio Galaretto,Senado nacional,Senador/a nacional,Santa Fe,GALARETTO EDUARDO HORACIO,no,1,e86b11671a3febda,2020|2023|2024,2020|2023|2024,sí,2024,HONORABLE SENADO DE LA NACION,SENADOR NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-gimenez-navarro-maria-celeste,María Celeste Giménez Navarro,Senado nacional,Senador/a nacional,San Juan,GIMENEZ NAVARRO MARIA CELESTE,no,1,9e7272f7ee2d3e47,2023|2024,2023|2024,sí,2024,,SENADORA DE LA NACION,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-goerling-lara-enrique-martin,Enrique Martín Goerling Lara,Senado nacional,Senador/a nacional,Misiones,GOERLING LARA ENRIQUE MARTIN,no,1,b9232c0fa5728854,2017|2018|2022|2023|2024,2022|2023|2024,no,2024,HONORABLE SENADO DE LA NACION,Senador Provincia de Misiones,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
sen-huala-maria-victoria,María Victoria Huala,Senado nacional,Senador/a nacional,La Pampa,HUALA MARIA VICTORIA,no,1,f55946e92407cad3,2020|2021|2022|2023|2024,2020|2021|2022|2023|2024,sí,2024,HONORABLE SENADO DE LA NACION,SENADORA,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-juez-luis-alfredo,Luis Alfredo Juez,Senado nacional,Senador/a nacional,Córdoba,JUEZ LUIS ALFREDO,no,1,bb07a1c53cc9888d,2017|2018|2019|2020|2021|2022|2023|2024,2021|2022|2023,sí,2024,,,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-juri-mariana,Mariana Juri,Senado nacional,Senador/a nacional,Mendoza,JURI MARIANA,no,1,0cfa59e93e80880a,2020|2021|2022|2023|2024,2021|2022|2023|2024,sí,2024,HONORABLE SENADO DE LA NACION,SENADORA NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-kirchner-alicia-margarita-antonia,Alicia Margarita Antonia Kirchner,Senado nacional,Senador/a nacional,Santa Cruz,KIRCHNER ALICIA MARGARITA ANTONIA,no,1,52a9d09a423ec615,2023|2024,2023|2024,sí,2024,HONORABLE SENADO DE LA NACION,01/12/2023,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-kroneberger-daniel-ricardo,Daniel Ricardo Kroneberger,Senado nacional,Senador/a nacional,La Pampa,KRONEBERGER DANIEL RICARDO,no,1,9cc54c2829a2e471,2017|2018|2020|2021|2022|2023|2024,2020|2021|2022|2023|2024,sí,2024,,SENADOR,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-lewandowski-marcelo-nestor,Marcelo Néstor Lewandowski,Senado nacional,Senador/a nacional,Santa Fe,LEWANDOWSKI MARCELO NESTOR,no,1,72fd6173c13cf3bd,2020|2021|2022|2023|2024,2020|2021|2022|2023|2024,sí,2024,HONORABLE SENADO DE LA NACION,SENADOR NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-linares-carlos-alberto,Carlos Alberto Linares,Senado nacional,Senador/a nacional,Chubut,LINARES CARLOS ALBERTO,no,1,bb426675bb166733,2021|2022|2023|2024,2021|2022|2023|2024,sí,2024,,SENADOR NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-lopez-candida-cristina,Cándida Cristina López,Senado nacional,Senador/a nacional,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",LOPEZ CANDIDA CRISTINA,no,1,8205364da9ffd5b4,2018|2023|2024,2018|2023|2024,no,2024,HONORABLE SENADO DE LA NACION,SENADORA,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
sen-lopez-maria-florencia,María Florencia López,Senado nacional,Senador/a nacional,La Rioja,LOPEZ MARIA FLORENCIA,no,3,,2017|2022|2023,2017|2022,sí,2023,FUERZA AEREA ARGENTINA,COMISION EVALUADORA,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
sen-losada-carolina,Carolina Losada,Senado nacional,Senador/a nacional,Santa Fe,LOSADA CAROLINA,no,1,53ca39568305dae0,2020|2021|2022|2023|2024,2020|2021|2022|2023|2024,sí,2024,,Senadora Nacional,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-manzur-juan-luis,Juan Luis Manzur,Senado nacional,Senador/a nacional,Tucumán,MANZUR JUAN LUIS,no,1,d9535eb372676475,2021|2022|2023|2024,2023|2024,sí,2024,,Senador Nacional,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-marks-ana-ines,Ana Inés Marks,Senado nacional,Senador/a nacional,Río Negro,MARKS ANA INES,no,1,ea15de9266112d1c,2020|2021|2022|2023|2024,2024,sí,2024,,SENADORA NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-marquez-nadia-judith,Nadia Judith Márquez,Senado nacional,Senador/a nacional,Neuquén,MARQUEZ NADIA JUDITH,no,1,a364fd9d2ed1d5b4,2022|2023|2024,2024,sí,2024,,SENADOR NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-mayans-jose-miguel-angel,José Miguel Ángel Mayans,Senado nacional,Senador/a nacional,Formosa,MAYANS JOSE MIGUEL ANGEL,no,1,808570ecd0663363,2017|2018|2019|2020|2021|2022|2023|2024,2017|2018|2019|2020|2021|2022|2023|2024,no,2024,,SENADOR NACIONAL,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
sen-mendoza-sandra-mariela,Sandra Mariela Mendoza,Senado nacional,Senador/a nacional,Tucumán,MENDOZA SANDRA MARIELA,no,1,9257f2995842db35,2020|2021|2022|2023|2024,2020|2021|2022|2023|2024,sí,2024,,SENADORA NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-moises-maria-carolina,María Carolina Moises,Senado nacional,Senador/a nacional,Jujuy,MOISES MARIA CAROLINA,no,1,e6eb754010300227,2017|2018|2023|2024,2024,no,2024,,SENADORA NACIONAL,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
sen-monte-de-oca-maria-belen,María Belén Monte de Oca,Senado nacional,Senador/a nacional,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",MONTE DE OCA MARIA BELEN,no,1,1bb7b6de90521ee1,2018|2024,2024,sí,2024,,senador nacional,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-monteverde-agustin-anibal,Agustín Aníbal Monteverde,Senado nacional,Senador/a nacional,Ciudad Autónoma de Buenos Aires,MONTEVERDE AGUSTIN ANIBAL,no,1,9361325354fe29de,2024,2024,sí,2024,,SENADOR NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-neder-jose-emilio,José Emilio Neder,Senado nacional,Senador/a nacional,Santiago del Estero,NEDER JOSE EMILIO,no,1,a3a85baa8a2c0ca5,2018|2019|2020|2021|2022|2023|2024,2018|2019|2020|2021|2022|2023|2024,sí,2024,HONORABLE SENADO DE LA NACION,SENADOR NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-olivera-lucero-bruno-antonio,Bruno Antonio Olivera Lucero,Senado nacional,Senador/a nacional,San Juan,OLIVERA LUCERO BRUNO ANTONIO,no,1,159ef50ebf33948b,2022|2023|2024,2022|2023|2024,sí,2024,,SENADOR NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-orozco-maria-emilia,María Emilia Orozco,Senado nacional,Senador/a nacional,Salta,OROZCO MARIA EMILIA,no,1,ad1e3a473d26b5bd,2022|2023|2024,,sí,2024,HONORABLE CAMARA DE DIPUTADOS DE LA NACION,Diputada Nacional,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
sen-pagotto-juan-carlos,Juan Carlos Pagotto,Senado nacional,Senador/a nacional,La Rioja,PAGOTTO JUAN CARLOS,no,1,a53ce84af251e0c6,2023,2023,no,2023,,SENADOR NACIONAL,revision_manual_identidad,Resolver variaciones de nombre o identificador antes de usar importes.
sen-paoltroni-francisco-manuel,Francisco Manuel Paoltroni,Senado nacional,Senador/a nacional,Formosa,PAOLTRONI FRANCISCO MANUEL,no,1,4a024a87df8f7917,2022|2023|2024,2022|2023|2024,sí,2024,,SENADOR NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-rejal-jesus-fernando,Jesús Fernando Rejal,Senado nacional,Senador/a nacional,La Rioja,REJAL JESUS FERNANDO,no,1,673de87b233892bc,2022|2023|2024,2022|2023|2024,sí,2024,HONORABLE SENADO DE LA NACION,SENADOR NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-rojas-decut-sonia-elizabeth,Sonia Elizabeth Rojas Decut,Senado nacional,Senador/a nacional,Misiones,ROJAS DECUT SONIA ELIZABETH,no,1,3e26af4235bd5af4,2023|2024,2023|2024,sí,2024,HONORABLE SENADO DE LA NACION,SENADORA NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
sen-salino-fernando-aldo,Fernando Aldo Salino,Senado nacional,Senador/a nacional,San Luis,SALINO FERNANDO ALDO,no,1,48d020c035193b83,2023|2024,2023|2024,sí,2024,,SENADOR NACIONAL,identidad_confirmada_cruce_oficial,Serie normalizada y contrafactuales incorporados; actualizar con el consolidado 2025 cuando se publique.
