id,tema,institucion,titulo,url_original,archivo_local,fecha_descarga,fecha_publicacion,codigo_serie,periodo_utilizado,tipo,sha256,nota
bcra_inclusion_tipo_asistencia_20260830,credito_consumo,BCRA,Deudores del sistema financiero ampliado por tipo de asistencia,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/inclusion-financiera/inclusion-financiera-deudores-sistema-financiero-ampliado-tipo-asistencia.txt,/data/fuentes/credito_consumo/bcra_inclusion/2026-08-30/inclusion-financiera-deudores-sistema-financiero-ampliado-tipo-asistencia.txt,2026-08-30,2026-08-30,,2023-01/2025-12,TXT oficial · CENDEU,05ce35cd80e34800f72e1851a8d3f9832e0536886cbd1c00c8458bb8e12e6df6,Cobertura de población adulta por asistencia. Desde julio de 2024 el umbral reportable subió de $1.000 a $25.000; los dos tramos no se empalman mecánicamente.
bcra_inclusion_edad_asistencia_20260830,credito_consumo,BCRA,Deudores por asistencia y rango etario,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/inclusion-financiera/inclusion-financiera-deudores-sistema-financiero-ampliado-asistencia-rango-etario.txt,/data/fuentes/credito_consumo/bcra_inclusion/2026-08-30/inclusion-financiera-deudores-sistema-financiero-ampliado-asistencia-rango-etario.txt,2026-08-30,2026-08-30,,cortes 2023-12/2025-12,TXT oficial · CENDEU,702fbc43ed6accf1c280ff95c4a9c2e13be6e4cb973a78581647bbc70037e3ef,Cobertura dentro de cada rango etario; no es la participación de cada edad dentro del total de deudores.
bcra_inclusion_grupo_institucional_20260830,credito_consumo,BCRA,Deudores por grupo institucional,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/inclusion-financiera/inclusion-financiera-deudores-sistema-financiero-ampliado-grupo-institucional.txt,/data/fuentes/credito_consumo/bcra_inclusion/2026-08-30/inclusion-financiera-deudores-sistema-financiero-ampliado-grupo-institucional.txt,2026-08-30,2026-08-30,,2023-01/2025-12,TXT oficial · CENDEU,e86c4e8811cd2038f6de3b1012c7931591474ba77cd118bcc44c879e0c9e253e,Cobertura por grupo proveedor; una persona puede aparecer en más de un grupo y los porcentajes no deben sumarse.
bcra_informe_pusf_2023,credito_consumo,BCRA,Informe sobre Protección a las Personas Usuarias de Servicios Financieros 2023,https://www.bcra.gob.ar/publicaciones/informe-sobre-proteccion-a-las-personas-usuarias-de-servicios-financieros-2023/,/data/fuentes/credito_consumo/bcra_reclamos/2023_2025/PUSF-Informe-2023.pdf,2026-08-30,2023-12,,reclamos 2023,PDF oficial,f5f360578a1b3ee77b7407845b96a15629f6b7ea1bcfc7db3bac8847b391a170,604 mil reclamos en diciembre de 2023; universo consolidado. No identifica contratos personales por banco.
bcra_informe_pusf_2024,credito_consumo,BCRA,Informe sobre Protección a las Personas Usuarias de Servicios Financieros 2024,https://www.bcra.gob.ar/publicaciones/informe-proteccion-personas-usuarias-2024/,/data/fuentes/credito_consumo/bcra_reclamos/2023_2025/PUSF-Informe-2024.pdf,2026-08-30,2024-12,,reclamos 2024,PDF oficial,d6ebb13fb20fddd7c53f44c7964fc1552990dca4f045346f5417bebd0929786d,703.175 reclamos en diciembre de 2024; 83% de resolución favorable en Préstamos en ese mes. Consolidado; no es una sentencia ni tasa de infracción.
bcra_com_a5402_cft_desembolsado,credito_consumo,BCRA,Comunicación A 5402 · Régimen Informativo sobre CFT de préstamos personales,https://www.bcra.gob.ar/Pdfs/comytexord/A5402.pdf,/data/fuentes/credito_consumo/bcra_normativa/2023_2026/A5402.pdf,2026-08-30,2013-03-01,,antecedente de régimen informativo,PDF oficial,6a2596b4d326f685aacc862c5adcfb4e3f2802a25957f92f01e67c9f7d1a1e82,"Ordenó reportar préstamos efectivamente desembolsados por tramo de CFT, monto, cantidad y TNA ponderada. Debe verificarse su vigencia, sustitución y conservación para 2023-2026; no se presume continuidad."
deriv_bcra_panel_bancos_2023_2026,credito_consumo,Elaboración propia,Panel contable por entidad 2023-2026,,/data/derivados/credito_consumo/bcra_panel_bancos_2023_2026.csv,2026-08-30,,,2023-09/2026-05,CSV derivado reproducible,a51b18b6787e2adf46367cdd8e588f1446f2a5172c29a478b8e6ae3a512c7a3d,"523 filas y siete cortes. Incluye saldo e intereses brutos de personales, resultado total, gastos, incobrabilidad e indicadores; no calcula ganancia neta del producto."
deriv_bcra_panel_resumen_2023_2026,credito_consumo,Elaboración propia,Resumen del panel contable por entidad 2023-2026,,/data/derivados/credito_consumo/bcra_panel_bancos_resumen_2023_2026.csv,2026-08-30,,,2023-09/2026-05,CSV derivado reproducible,fbc179d0fa633ba02ae02acae1f7c0c4140399ef1873f02f98673682c75f3c1c,Suma no consolidada de cuentas por entidad y conteo de resultados positivos/negativos; se usa con control AA000.
deriv_bcra_sistema_financiero_2023_2026,credito_consumo,Elaboración propia,Serie contable del agregado oficial AA000 2023-2026,,/data/derivados/credito_consumo/bcra_sistema_financiero_2023_2026.csv,2026-08-30,,,2023-09/2026-05,CSV derivado reproducible,4c231a99d4b1201e6629ac4fc9216f2726d1597e603f4b0805a14ea3a08548e7,"Agregado oficial BCRA del sistema: saldo de personales, activo, resultado, ROA e irregularidad de consumo. Saldos nominales; no atribuye resultado al producto."
script_bcra_panel_bancos_2023_2026,credito_consumo,Elaboración propia,Generador del panel contable histórico por entidad,,/data/derivados/credito_consumo/build_bcra_historical_bank_panel.ps1,2026-08-30,,,2023-09/2026-05,Script PowerShell,0a191f7796283a0ea5a6a0cab1a1981d5d572028b486d6952c3fdb6f2b6ad7d0,Lee seis archivos históricos y el corte mayo de 2026; extrae cuentas e indicadores con reglas explícitas y control AA000.
deriv_bcra_inclusion_personales_2023_2025,credito_consumo,Elaboración propia,Cobertura mensual de préstamos personales con quiebre metodológico,,/data/derivados/credito_consumo/bcra_inclusion_prestamos_personales_2023_2025.csv,2026-08-30,,,2023-01/2025-12,CSV derivado reproducible,c999bf10c70b8a2a019c790af9c46fb7d3a2c64f53b0bb6d5b9e05932133aece,Separa los tramos anterior y posterior a julio de 2024 y no calcula variación a través del cambio de umbral.
deriv_bcra_inclusion_proveedores_2023_2025,credito_consumo,Elaboración propia,Cobertura mensual de crédito por grupo proveedor,,/data/derivados/credito_consumo/bcra_inclusion_proveedores_2023_2025.csv,2026-08-30,,,2023-01/2025-12,CSV derivado reproducible,e1a7466679aaf791ee0b1301cebac67479518c129a2f4ec6ae7603d4758e2300,"Distingue EEFF, bancos públicos/privados y PNFC; coberturas superpuestas y no aditivas."
deriv_bcra_inclusion_personales_edad_2023_2025,credito_consumo,Elaboración propia,Cobertura de préstamos personales por edad · cortes seleccionados,,/data/derivados/credito_consumo/bcra_inclusion_prestamos_personales_edad_cortes_2023_2025.csv,2026-08-30,,,cortes 2023-12/2025-12,CSV derivado reproducible,d243531ded77a20c819000446839d81caccac6f92c732940a77900016fc3a83d,Denominador propio de cada rango etario; conserva el cambio de umbral de julio de 2024.
script_bcra_inclusion_credito,credito_consumo,Elaboración propia,Generador de series de inclusión crediticia 2023-2025,,/data/derivados/credito_consumo/build_bcra_inclusion_credit_data.ps1,2026-08-30,,,2023-01/2025-12,Script PowerShell,171a60b1b6b20bb02367b4210242a84e4442a6c085882707a53d026f26c67156,"Procesa tres TXT oficiales; rotula umbral y tramo metodológico; genera cobertura por asistencia, proveedor y edad."
e0_argentina_colocaciones_deuda_2008_xls,ciclo_ajuste_e0_fiscal,Ministerio de Economía · Secretaría de Finanzas,Emisiones de deuda pública durante 2008,https://www.argentina.gob.ar/sites/default/files/coloc2008_castellano_con_letras.xls,/research/ciclo_ajuste/inputs/historical_retrieval/v129/binaries/coloc2008_castellano_con_letras.xls,2026-08-30,,,2008,XLS oficial · binario preservado,08077e8abac8a714e2d28b10a85d8f7b0510b0015c73cb94144569905d7e0fab,"V129 E0 fiscal: 83.456 bytes; una hoja, 170 filas y 17 columnas. Cubre emisiones y letras intra-sector público; no contiene recompras, cancelaciones ni los tres ISIN objetivo."
e0_bcra_com_b9195_cuentas_corrientes_2008,ciclo_ajuste_e0_fiscal,Banco Central de la República Argentina,Comunicación B 9195 · cuentas corrientes y especiales abiertas en el BCRA,https://www.bcra.gob.ar/archivos/Pdfs/comytexord/b9195.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v130/binaries/bcra_com_b9195_cuentas_corrientes_2008.pdf,2026-08-30,2008-02-06,,2008-02-01/2008-08-07,PDF oficial · binario preservado,70421c39f9ee663a387477b4abe6efef2fc94ef70678c2265578ddf9220098de,V130 E0 fiscal: lista actualizada al 01/02/2008; preservada como control de versión. Fue reemplazada por B 9322 antes de las licitaciones objetivo.
e0_bcra_com_b9322_cuentas_corrientes_2008,ciclo_ajuste_e0_fiscal,Banco Central de la República Argentina,Comunicación B 9322 · cuentas corrientes y especiales abiertas en el BCRA,https://www.bcra.gob.ar/archivos/Pdfs/comytexord/b9322.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v130/binaries/bcra_com_b9322_cuentas_corrientes_2008.pdf,2026-08-30,2008-08-08,,2008-08-04,PDF oficial · binario preservado,e2b588d85262ff8e3a7c586ecf43683178584958e9473aa9b10095464336c6c0,"V130 E0 fiscal: reemplaza B 9195 y actualiza la nómina al 04/08/2008. Identifica cuentas ARS/USD de Citibank, HSBC y Standard; no nombra MERVAL."
e0_agn_informe_segundo_trimestre_2009_act_48_0237_09,ciclo_ajuste_e0_fiscal,Auditoría General de la Nación,Informe del Segundo Trimestre de 2009 · proyecto 48 0237/09 Cuenta de Inversión 2008 - Deuda Pública,https://www.agn.gob.ar/sites/default/files/informes/2009_191info_0.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v131/binaries/agn_2009_191_avance_2t_2009.pdf,2026-08-30,2009,48 0237/09,2009-06-30,PDF oficial · binario preservado,a702a4a9b1252fae6f837ca1ac76cd1a3dd5d3a2f685deebb01c111db692e7e3,"V131 E0 fiscal: página física 22/impresa 21 identifica el proyecto 48 0237/09, Cuenta de Inversión 2008 - Deuda Pública Moneda Extranjera y Pesos, con avance 27% al 30/06/2009. Es localizador de proyecto, no informe final ni liquidación."
e0_agn_api_informe_res202_act41_2009,ciclo_ajuste_e0_fiscal,Auditoría General de la Nación,Ficha JSON:API del informe de deuda 2008 · Resolución 202/2009 · Actuación 41/2009,"https://webagnapi.agn.gob.ar/api/node/informes/b52e2e9c-90b5-4af1-bf5d-0bab8596606e?include=informe,resolucion_archivo,ficha,anexo",/research/ciclo_ajuste/inputs/historical_retrieval/v132/binaries/agn_api_informe_res202_act41_2009.json,2026-08-30,2009,UUID b52e2e9c-90b5-4af1-bf5d-0bab8596606e,2008,JSON:API oficial · binario preservado,8edcc3503af5f3ec0c380788dc70fe3276885e621ce37bfaf00f48f3baacdcfc,V132 E0: una búsqueda por Actuación 41/2009 y otra por Resolución 202/año 2009 devuelven este mismo UUID único.
e0_agn_res_202_2009_act_41_2009_resolution,ciclo_ajuste_e0_fiscal,Auditoría General de la Nación,Resolución AGN 202/2009 · Actuación 41/2009 · aprobación del estudio de deuda 2008,https://www.agn.gob.ar/sites/default/files/informes/2009_202Reso.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v132/binaries/agn_res_202_2009_act_41_2009.pdf,2026-08-30,2009-11-23,Resolución 202/2009; Actuación 41/2009,2008,PDF oficial · binario preservado,52a27534424d10eb631c9852d8ba35222d3448eeefaf583192c745d59d755589,"V132 E0: las tres páginas fueron renderizadas; fecha 23/11/2009, Nota 203/09 GCDP de 29/06/2009 y sesión del Colegio de 30/09/2009."
e0_agn_api_informe_3t_2009_res211,ciclo_ajuste_e0_fiscal,Auditoría General de la Nación,Ficha JSON:API · Informe de actividad AGN del tercer trimestre de 2009 · Resolución 211/2009,"https://webagnapi.agn.gob.ar/api/node/informes/7c01261c-10a0-40f6-94f6-ae7a02be8b63?include=informe,resolucion_archivo",/research/ciclo_ajuste/inputs/historical_retrieval/v132/binaries/agn_api_informe_3t_2009_res211.json,2026-08-30,2009,UUID 7c01261c-10a0-40f6-94f6-ae7a02be8b63,2009Q3,JSON:API oficial · binario preservado,001a311e62a2ead9649c5ffc0261c2691ed32eeb150388f298ab769ec1076aa5,V132 E0: localiza Res.211/2009; la resolución identifica Actuación 426/09-AGN.
e0_agn_res_211_2009_3t_activity,ciclo_ajuste_e0_fiscal,Auditoría General de la Nación,Resolución AGN 211/2009 · Informe de actividad del tercer trimestre de 2009,https://www.agn.gob.ar/sites/default/files/informes/resolucion_211_2009.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v132/binaries/agn_res_211_2009_3t_2009.pdf,2026-08-30,2009-11-23,Resolución 211/2009; Actuación 426/09-AGN,2009Q3,PDF oficial · binario preservado,d8408f34fa88c2f4614fcdb30f8a2eed64d57e72f61526e2c886bddc68831b53,V132 E0: dos páginas renderizadas; el artículo 1 aprueba el informe y dice que el anexo se adjuntó en soporte magnético.
e0_agn_api_informe_4t_2009_res44_2010,ciclo_ajuste_e0_fiscal,Auditoría General de la Nación,Ficha JSON:API · Informe de actividad AGN del cuarto trimestre de 2009 · Resolución 44/2010,"https://webagnapi.agn.gob.ar/api/node/informes/616f80c7-65f2-4b5c-a4e9-b8bf4954600e?include=informe,resolucion_archivo",/research/ciclo_ajuste/inputs/historical_retrieval/v132/binaries/agn_api_informe_4t_2009_res044_2010.json,2026-08-30,2010,UUID 616f80c7-65f2-4b5c-a4e9-b8bf4954600e,2009Q4,JSON:API oficial · binario preservado,c68a6035ac0bda2df5eb71608572943a0b00230f5fb62f1e1b18730be98ff677,V132 E0: localiza Res.44/2010 y Actuación 466/2009.
e0_agn_res_44_2010_4t_activity,ciclo_ajuste_e0_fiscal,Auditoría General de la Nación,Resolución AGN 44/2010 · Informe de actividad del cuarto trimestre de 2009,https://www.agn.gob.ar/sites/default/files/informes/2010_044reso_0.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v132/binaries/agn_res_044_2010_4t_2009.pdf,2026-08-30,2010-04-12,Resolución 44/2010; Actuación 466/09-AGN,2009Q4,PDF oficial · binario preservado,a02e317a61221b4b163ff3e2fcf2a4756414c25871abe4886fcc218cd1e38772,V132 E0: dos páginas renderizadas; el artículo 1 aprueba el informe y dice que el anexo se adjuntó en soporte magnético.
e0_agn_2022_124_oncp_control_interno,ciclo_ajuste_e0_fiscal,Auditoría General de la Nación,Control interno ONCP · Back office DADP · período 2016-2018 · Informe AGN 124/2022,https://www.agn.gob.ar/sites/default/files/informes/2022-124-Informe_0.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v132/binaries/agn_2022_124_oncp_control_interno.pdf,2026-08-30,2022,Proyecto 4081020; Actuación 382/2019,2016-2018,PDF oficial · binario preservado,4b61ce2dc5245268a4cb1858e023c202beb08a86425af3710c1a6ff963f9ccc4,"V132 E0: páginas 14,25,26,75,78 y 79 renderizadas; DADP, SIGADE/e-SIDIF, COMDOC, Unidad Compartida y controles de recompra quedan como blancos precisos."
e0_senado_exp_366_09_agn_res211_t3,ciclo_ajuste_e0_fiscal,Honorable Senado de la Nación,Expediente OV 366/09 · remisión de Resolución AGN 211/2009 e informe T3 2009,https://www.senado.gob.ar/parlamentario/comisiones/verExp/366.09/OV/PP,/research/ciclo_ajuste/inputs/historical_retrieval/v133/binaries/senado_exp_366_09_agn_res211_t3.html,2026-08-30,2009-11-24,OV 366/09; AGN Res.211/2009; Act.426/09,2009Q3-2012-05-28,HTML oficial · captura preservada,f74fbe0afdc64f2417b33812dbf68696df7b70e73b65b0fe1e4f2eb69720574c,V133 E0: OV 366/09 ingresó a la Bicameral Revisora de Cuentas y fue enviado al archivo el 28/05/2012.
e0_senado_exp_44_10_agn_res44_t4,ciclo_ajuste_e0_fiscal,Honorable Senado de la Nación,Expediente OV 44/10 · remisión de Resolución AGN 44/2010 e informe T4 2009,https://www.senado.gob.ar/parlamentario/comisiones/verExp/44.10/OV/PP,/research/ciclo_ajuste/inputs/historical_retrieval/v133/binaries/senado_exp_44_10_agn_res44_t4.html,2026-08-30,2010-04-15,OV 44/10; AGN Res.44/2010; Act.466/09,2009Q4-2012-05-28,HTML oficial · captura preservada,b8ba499ccb21798d392d4c8e8499d51c6057bb076c6f8d41c08d773e201beed2,V133 E0: OV 44/10 ingresó a la Bicameral Revisora de Cuentas y fue enviado al archivo el 28/05/2012.
e0_economia_consulta_expedientes_comdoc_gde,ciclo_ajuste_e0_fiscal,Ministerio de Economía,Consulta de expedientes · separación temporal COMDOC/GDE,https://www.argentina.gob.ar/economia/informacionciudadana/consultadeexpedientes,/research/ciclo_ajuste/inputs/historical_retrieval/v133/binaries/economia_consulta_expedientes_comdoc_gde.html,2026-08-30,s/f; consulta 2026-08-30,COMDOC pre-09/2016; GDE desde 09/2016,antes/después de septiembre de 2016,HTML oficial · captura preservada,ffa7137f0ff2405d504b64e06cc522420384400164d23838256bff443c3d4ec2,"V133 E0: confirma que S01:0342455/2008 debe buscarse en COMDOC, no sólo en GDE; indisponibilidad no equivale a inexistencia."
e0_agenda_digital_finddoc_comdoc_architecture,ciclo_ajuste_e0_fiscal,Jefatura de Gabinete de Ministros / Ministerio de Economía,Modelo Social de la Agenda Digital Argentina 2003-2011 · arquitectura FindDoc/COMDOC,https://cdi.mecon.gob.ar/bases/docelec/br1018.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v134/binaries/agenda_digital_argentina_2003_2011_br1018.pdf,2026-08-30,2011-10,pp.206-207; COMDOC3; FINDOC,2003-2011,PDF oficial · binario preservado,1d76b6d563aea0d6dd7fa67e22a53b36e269849b3ef6ecd0508e8e16f156d68b,V134 E0: pp.206-207 verificadas visualmente; prueba arquitectura COMDOC3→FindDoc y campos públicos de hoja de ruta.
e0_agn_informe_254_2013_finddoc_control,ciclo_ajuste_e0_fiscal,Auditoría General de la Nación,Informe de Auditoría 254/2013 · consulta FindDoc sobre expediente S01 de 2008,https://www.agn.gob.ar/sites/default/files/informes/Informe_254_2013.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v134/binaries/agn_informe_254_2013.pdf,2026-08-30,2013,"Informe 254/2013; S01:0130656/2008; pp.91,93,133",2008-2013,PDF oficial · binario preservado,99028db4627cc1190bab7d2282ae9330bca08846676b3bdf4cf4a64a969e23be,V134 E0: AGN documenta consulta al endpoint VerExpediente el 05/03/2013 y obtiene estado y ubicación de otro S01/2008.
e0_cgn_circular_2_1997_c41_due_date,ciclo_ajuste_e0_fiscal,Contaduría General de la Nación,Circular CGN 2/97 · formulario C-41 Orden de Pago y fecha de vencimiento,https://www.economia.gob.ar/hacienda/cgn/normas/circulares/1997/cir2.htm,/research/ciclo_ajuste/inputs/historical_retrieval/v134/binaries/cgn_circular_2_1997_c41.html,2026-08-30,1997-02-12,Circular CGN 2/97; C-41,1997,HTML oficial · captura preservada,52ef4c74fdd4d9ff27bb694e9b0a01e60580054df22c02574669a5c274e0da29,V134 E0: define al C-41 como Orden de Pago y exige vencimiento contractual original.
e0_cgn_circular_13_2002_external_payments_c41,ciclo_ajuste_e0_fiscal,Contaduría General de la Nación,Circular CGN 13/02 · C-41 y pagos a beneficiarios del exterior,https://www.economia.gob.ar/hacienda/cgn/normas/circulares/2002/circ13.htm,/research/ciclo_ajuste/inputs/historical_retrieval/v134/binaries/cgn_circular_13_2002_pagos_exterior.html,2026-08-30,2002-04-26,Circular CGN 13/02; C-41; SAF 355/356,2002,HTML oficial · captura preservada,88b09113bdbdb39ea9d90175d3c889e052c9d24649fdb4c38ecb7be35597357a,"V134 E0: enumera beneficiario, banco, cuenta, SIDIF, moneda, cotización e importe que acompañan una C-41 exterior."
e0_cgn_circular_6_1995_c41_tgn,ciclo_ajuste_e0_fiscal,Contaduría General de la Nación,Circular CGN 6/95 · procesamiento C-41 y remisión a TGN a efectos de pago,https://www.economia.gob.ar/hacienda/cgn/normas/circulares/1995/cir06.htm,/research/ciclo_ajuste/inputs/historical_retrieval/v134/binaries/cgn_circular_6_1995_c41_tgn.html,2026-08-30,1995-01-26,Circular CGN 6/95; C-41; TGN,1995,HTML oficial · captura preservada,9d6b17a57c0c394b51cc35adb59d8b95f33c5f32c8819b67b7353c82876e0fac,V134 E0: una C-41 conformada se remite a TGN 'a efectos de su pago'; el procesamiento y el pago son etapas distintas.
e0_cgn_circular_22_2004_c55_bank_debit,ciclo_ajuste_e0_fiscal,Contaduría General de la Nación,Circular CGN 22/04 · C-55 ante diferencias entre débito bancario y C-41,https://www.economia.gob.ar/hacienda/cgn/normas/circulares/2004/cir22.htm,/research/ciclo_ajuste/inputs/historical_retrieval/v134/binaries/cgn_circular_22_2004_c55.html,2026-08-30,2004-12-29,Circular CGN 22/04; C-41; C-55,2004,HTML oficial · captura preservada,626d6c57662055cc96756f9f203e843631f9ac9e5c144952e7ec7a8fe62cd3c7,V134 E0: ordena C-55 cuando el débito BNA difiere del devengado C-41 e identifica cuenta y documento original.
e0_senado_bicameral_revisora_current_documents,ciclo_ajuste_e0_fiscal,Honorable Senado de la Nación,Comisión Parlamentaria Mixta Revisora de Cuentas · documentación y contacto públicos,https://www.senado.gob.ar/parlamentario/comisiones/info/100?Documentacion=2&Informacion=2&Reuniones=,/research/ciclo_ajuste/inputs/historical_retrieval/v134/binaries/senado_bicameral_revisora_documentacion_actual.html,2026-08-30,consulta 2026-08-30,Comisión 100; REVISORA@SENADO.GOB.AR,1983-2026; documentación visible reciente,HTML oficial · captura preservada,597df2f9f87da7f828072189f21d65f7aa186e18e8318d0b50cfaa6ec7a15ff8,V134 E0: preserva contacto oficial e inventario público actual; no expone la nota de 18/05/2012 en las páginas visibles revisadas.
e0_hcdn_session_summary_2012_05_23_mass_archive,ciclo_ajuste_e0_fiscal,Honorable Cámara de Diputados de la Nación,Sumario de la reunión 8 del 23/05/2012 · archivo masivo de expedientes de la Revisora,https://www4.hcdn.gov.ar/sesionesxml/sumario.php?p=130&r=8,/research/ciclo_ajuste/inputs/historical_retrieval/v134/binaries/hcdn_sumario_reunion_8_23_mayo_2012.html,2026-08-30,2012-05-23,Período 130; Reunión 8; punto 13,2012-05-23,HTML oficial · captura preservada,de52eedd2056e896f8cc231fb5cc586218f22a2417c8f0cf810f80f9919d39c9,V134 E0: documenta un lote amplio de archivos de la Revisora cinco días antes de la fecha de archivo de Senado; sólo contexto.
e0_cgn_cuenta_inversion_2008_tomo_ii_tgn_system_files,ciclo_ajuste_e0_fiscal,Contaduría General de la Nación / Tesorería General de la Nación,Cuenta de Inversión 2008 · Tomo II · archivos de instrucciones y movimientos BCRA,https://www.economia.gob.ar/hacienda/cgn/cuenta/2008/archivos/tomoii.pdf,/research/ciclo_ajuste/inputs/historical_retrieval/v135/binaries/cgn_cuenta_inversion_2008_tomo_ii.pdf,2026-08-30,2009,Tomo II; pp.177-178 impresas; TGN; BCRA,2008,PDF oficial · binario preservado,a4047cec54c88efeff97d5f6602c45277cd4e813c71f3df1d8bab45dd40594ae,V135 E0: páginas 178-180 físicas verificadas visualmente; TGN enviaba instrucciones y recibía movimientos/saldos por enlace con BCRA.
e0_cgn_tgn_disposicion_conjunta_47_10_2008_external_payments,ciclo_ajuste_e0_fiscal,Contaduría General de la Nación / Tesorería General de la Nación,Disposición Conjunta CGN 47/2008 y TGN 10/2008 · pagos al exterior,https://www.economia.gob.ar/hacienda/cgn/normas/disposiciones/2008/adisp47.htm,/research/ciclo_ajuste/inputs/historical_retrieval/v135/binaries/cgn_tgn_disposicion_conjunta_47_10_2008_pagos_exterior.html,2026-08-30,2008-10-14,Disposición Conjunta 47/2008 y 10/2008; SAF 355/356; C-41,2008,HTML oficial · captura preservada,785381b2ae7ce14970b6f609264ba6a06a05e07aebd3645bcf163a2a49370874,"V135 E0: regla contemporánea exacta para SAF 355/356; identifica nota TGN, beneficiario exterior, banco, cuenta, moneda, cambio y número SIDIF."
e0_cgn_circular_34_1997_sdpgb_paid_beneficiary_schema,ciclo_ajuste_e0_fiscal,Contaduría General de la Nación,Anexo Circular CGN 34/97 · archivo Pagado a Beneficiarios/Deducciones,https://www.economia.gob.ar/hacienda/cgn/normas/circulares/1997/cir34a.htm,/research/ciclo_ajuste/inputs/historical_retrieval/v135/binaries/cgn_circular_34_1997_archivo_pagado_beneficiario.html,2026-08-30,1997,SDPGBXXX.CON; P/R/A; RN/CH/TR/TI/NS,1997,HTML oficial · captura preservada,d4019e3d1fb5ed2a426ab729e5c2512ff23a7eabc52d41fd910a0ae0a56fdd64,"V135 E0: define campos y códigos capaces de distinguir pagado, rechazado y anulado por OB SIDIF y beneficiario."
e0_tgn_circular_7_1997_daily_paid_files,ciclo_ajuste_e0_fiscal,Tesorería General de la Nación,Circular TGN 7/97 · información del pagado diario,https://www.economia.gob.ar/digesto/circulares/tgn/1997/cirtgn07.htm,/research/ciclo_ajuste/inputs/historical_retrieval/v135/binaries/tgn_circular_7_1997_pagado_diario.html,2026-08-30,1997,Circular TGN 7/97; TRANSAF/SIDIF; SDPAG; SDPGB; 19:30,1997,HTML oficial · captura preservada,b24b54c462369508e47ead79c87b11618ac7796c581b3b5775658fdc6a40105e,"V135 E0: los archivos diarios SDPAG y SDPGB contenían pagos, anulaciones y rechazos procesados."
e0_economia_digesto_chapter_3_tgn_index,ciclo_ajuste_e0_fiscal,Ministerio de Economía,Digesto de Administración Financiera · Capítulo III · índice TGN,https://www.economia.gob.ar/digesto/capi3.htm,/research/ciclo_ajuste/inputs/historical_retrieval/v135/binaries/economia_digesto_capitulo_3_indice.html,2026-08-30,s/f; consulta 2026-08-30,Capítulo III; Circular TGN 7/97,1995-2000; consulta 2026,HTML oficial · captura preservada,52d810ec5efffaaf3fbef071e2683648dcfce2398553a10ec5f64ad6d4142ea2,V135 E0: índice oficial que enlaza y describe la Circular TGN 7/97 como información del pagado diario.
e0_minplan_resolution_1522_2006_comdoc_custody,ciclo_ajuste_e0_fiscal,"Ministerio de Planificación Federal, Inversión Pública y Servicios","Resolución MINPLAN 1522/2006 actualizada · custodia, remitos y reconstrucción COMDOC",https://www.argentina.gob.ar/normativa/nacional/norma-119314/actualizacion,/research/ciclo_ajuste/inputs/historical_retrieval/v135/binaries/minplan_resolucion_1522_2006_comdoc_custodia.html,2026-08-30,2006-04-27; actualización 2007,Resolución 1522/2006; art.34 mod. Res.971/2007; COMDOC,2006-2007,HTML oficial · captura preservada,fda42ee250f8989a97122e38ef7c7e4a3527e1de46afeeb9696dceb2ed04f0e9,"V135 E0: documenta remitos, cuerpos, anexos, último folio, área depositaria, búsqueda intensiva y reconstrucción certificada."
e0_debt_joint_resolution_216_26_2008_instruction_chain,ciclo_ajuste_e0_fiscal,Secretaría de Hacienda / Secretaría de Finanzas,Resolución Conjunta 216/2008 y 26/2008 · instrucción y registro de títulos de deuda,https://www.argentina.gob.ar/normativa/nacional/norma-144186/texto,/research/ciclo_ajuste/inputs/historical_retrieval/v135/binaries/deuda_resolucion_conjunta_216_26_2008_comdoc_instruccion.html,2026-08-30,2008-06-27,Resolución Conjunta 216/2008 y 26/2008; art.5; COMDOC; SIGADE,2008,HTML oficial · captura preservada,f040e86ae5a1aa18ce11467d70b1559bb2a820303ad0912aab6c159fd280ab47,"V135 E0: ONCP/TGN podían emitir nota conjunta, reporte COMDOC, archivo de datos y constancia de aceptación/registro SIGADE."
